id,text,tokens,ner_tags,entities,source_type
train-00065,The weather service printed the summit plan before the deadline.,"[""The"", ""weather"", ""service"", ""printed"", ""the"", ""summit"", ""plan"", ""before"", ""the"", ""deadline"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]",[],synthetic_negative
train-00066,The lecture included a case study about Mount Damavand.,"[""The"", ""lecture"", ""included"", ""a"", ""case"", ""study"", ""about"", ""Mount"", ""Damavand"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O""]","[{""start"": 40, ""end"": 54, ""label"": ""MOUNTAIN"", ""text"": ""Mount Damavand""}]",synthetic_positive_single
train-00067,Have you ever seen Jungfrau in winter?,"[""Have"", ""you"", ""ever"", ""seen"", ""Jungfrau"", ""in"", ""winter"", ""?""]","[""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""O"", ""O"", ""O""]","[{""start"": 19, ""end"": 27, ""label"": ""MOUNTAIN"", ""text"": ""Jungfrau""}]",synthetic_positive_single
train-00068,"Unlike Lhotse, Ol Doinyo Lengai was hidden by clouds.","[""Unlike"", ""Lhotse"", "","", ""Ol"", ""Doinyo"", ""Lengai"", ""was"", ""hidden"", ""by"", ""clouds"", "".""]","[""O"", ""B-MOUNTAIN"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""O"", ""O"", ""O"", ""O""]","[{""start"": 7, ""end"": 13, ""label"": ""MOUNTAIN"", ""text"": ""Lhotse""}, {""start"": 15, ""end"": 31, ""label"": ""MOUNTAIN"", ""text"": ""Ol Doinyo Lengai""}]",synthetic_positive_multi
train-00069,A new trail provides access to Mount Fairweather.,"[""A"", ""new"", ""trail"", ""provides"", ""access"", ""to"", ""Mount"", ""Fairweather"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O""]","[{""start"": 31, ""end"": 48, ""label"": ""MOUNTAIN"", ""text"": ""Mount Fairweather""}]",synthetic_positive_single
train-00070,The climbing club printed the research report before lunch.,"[""The"", ""climbing"", ""club"", ""printed"", ""the"", ""research"", ""report"", ""before"", ""lunch"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]",[],synthetic_negative
train-00071,The mapping agency translated the budget before the deadline.,"[""The"", ""mapping"", ""agency"", ""translated"", ""the"", ""budget"", ""before"", ""the"", ""deadline"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]",[],synthetic_negative
train-00072,The expedition leader reviewed the budget at the airport.,"[""The"", ""expedition"", ""leader"", ""reviewed"", ""the"", ""budget"", ""at"", ""the"", ""airport"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]",[],synthetic_negative
train-00073,The travel company translated the camera during the conference.,"[""The"", ""travel"", ""company"", ""translated"", ""the"", ""camera"", ""during"", ""the"", ""conference"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]",[],synthetic_negative
train-00074,The team measured snow depth on Mount Meru.,"[""The"", ""team"", ""measured"", ""snow"", ""depth"", ""on"", ""Mount"", ""Meru"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O""]","[{""start"": 32, ""end"": 42, ""label"": ""MOUNTAIN"", ""text"": ""Mount Meru""}]",synthetic_positive_single
train-00075,The weather service published the aircraft before lunch.,"[""The"", ""weather"", ""service"", ""published"", ""the"", ""aircraft"", ""before"", ""lunch"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]",[],synthetic_negative
train-00076,The travel company compared the research report at the office.,"[""The"", ""travel"", ""company"", ""compared"", ""the"", ""research"", ""report"", ""at"", ""the"", ""office"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]",[],synthetic_negative
train-00077,The research team archived the schedule before lunch.,"[""The"", ""research"", ""team"", ""archived"", ""the"", ""schedule"", ""before"", ""lunch"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]",[],synthetic_negative
train-00078,The team discussed whether to attempt Mount Tate or Fansipan.,"[""The"", ""team"", ""discussed"", ""whether"", ""to"", ""attempt"", ""Mount"", ""Tate"", ""or"", ""Fansipan"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""B-MOUNTAIN"", ""O""]","[{""start"": 38, ""end"": 48, ""label"": ""MOUNTAIN"", ""text"": ""Mount Tate""}, {""start"": 52, ""end"": 60, ""label"": ""MOUNTAIN"", ""text"": ""Fansipan""}]",synthetic_positive_multi
train-00079,The research team archived the weather forecast on Monday.,"[""The"", ""research"", ""team"", ""archived"", ""the"", ""weather"", ""forecast"", ""on"", ""Monday"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]",[],synthetic_negative
train-00080,She hopes to climb Mount Damavand next year.,"[""She"", ""hopes"", ""to"", ""climb"", ""Mount"", ""Damavand"", ""next"", ""year"", "".""]","[""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""O"", ""O""]","[{""start"": 19, ""end"": 33, ""label"": ""MOUNTAIN"", ""text"": ""Mount Damavand""}]",synthetic_positive_single
train-00081,We could clearly see Mount Steele from the valley.,"[""We"", ""could"", ""clearly"", ""see"", ""Mount"", ""Steele"", ""from"", ""the"", ""valley"", "".""]","[""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""O"", ""O"", ""O""]","[{""start"": 21, ""end"": 33, ""label"": ""MOUNTAIN"", ""text"": ""Mount Steele""}]",synthetic_positive_single
train-00082,Tourists gathered at a viewpoint facing Mount Elbrus.,"[""Tourists"", ""gathered"", ""at"", ""a"", ""viewpoint"", ""facing"", ""Mount"", ""Elbrus"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O""]","[{""start"": 40, ""end"": 52, ""label"": ""MOUNTAIN"", ""text"": ""Mount Elbrus""}]",synthetic_positive_single
train-00083,Researchers installed weather sensors on Mount Etna.,"[""Researchers"", ""installed"", ""weather"", ""sensors"", ""on"", ""Mount"", ""Etna"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O""]","[{""start"": 41, ""end"": 51, ""label"": ""MOUNTAIN"", ""text"": ""Mount Etna""}]",synthetic_positive_single
train-00084,The base camp below Mount Alverstone was moved to safer ground.,"[""The"", ""base"", ""camp"", ""below"", ""Mount"", ""Alverstone"", ""was"", ""moved"", ""to"", ""safer"", ""ground"", "".""]","[""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]","[{""start"": 20, ""end"": 36, ""label"": ""MOUNTAIN"", ""text"": ""Mount Alverstone""}]",synthetic_positive_single
train-00085,The weather service reviewed the research report before the deadline.,"[""The"", ""weather"", ""service"", ""reviewed"", ""the"", ""research"", ""report"", ""before"", ""the"", ""deadline"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]",[],synthetic_negative
train-00086,A new trail provides access to Petros.,"[""A"", ""new"", ""trail"", ""provides"", ""access"", ""to"", ""Petros"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""O""]","[{""start"": 31, ""end"": 37, ""label"": ""MOUNTAIN"", ""text"": ""Petros""}]",synthetic_positive_single
train-00087,Tourists gathered at a viewpoint facing Mount Aspiring.,"[""Tourists"", ""gathered"", ""at"", ""a"", ""viewpoint"", ""facing"", ""Mount"", ""Aspiring"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O""]","[{""start"": 40, ""end"": 54, ""label"": ""MOUNTAIN"", ""text"": ""Mount Aspiring""}]",synthetic_positive_single
train-00088,The team measured snow depth on Mount Agung.,"[""The"", ""team"", ""measured"", ""snow"", ""depth"", ""on"", ""Mount"", ""Agung"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O""]","[{""start"": 32, ""end"": 43, ""label"": ""MOUNTAIN"", ""text"": ""Mount Agung""}]",synthetic_positive_single
train-00089,The weather changed quickly as they approached Broad Peak.,"[""The"", ""weather"", ""changed"", ""quickly"", ""as"", ""they"", ""approached"", ""Broad"", ""Peak"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O""]","[{""start"": 47, ""end"": 57, ""label"": ""MOUNTAIN"", ""text"": ""Broad Peak""}]",synthetic_positive_single
train-00090,A documentary crew filmed near Mount Wilhelm.,"[""A"", ""documentary"", ""crew"", ""filmed"", ""near"", ""Mount"", ""Wilhelm"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O""]","[{""start"": 31, ""end"": 44, ""label"": ""MOUNTAIN"", ""text"": ""Mount Wilhelm""}]",synthetic_positive_single
train-00091,The expedition reached the summit of Table Mountain before noon.,"[""The"", ""expedition"", ""reached"", ""the"", ""summit"", ""of"", ""Table"", ""Mountain"", ""before"", ""noon"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""O"", ""O""]","[{""start"": 37, ""end"": 51, ""label"": ""MOUNTAIN"", ""text"": ""Table Mountain""}]",synthetic_positive_single
train-00092,The climbing club translated the forest trail at the office.,"[""The"", ""climbing"", ""club"", ""translated"", ""the"", ""forest"", ""trail"", ""at"", ""the"", ""office"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]",[],synthetic_negative
train-00093,"Unlike Mount Rainier, Ol Doinyo Lengai was hidden by clouds.","[""Unlike"", ""Mount"", ""Rainier"", "","", ""Ol"", ""Doinyo"", ""Lengai"", ""was"", ""hidden"", ""by"", ""clouds"", "".""]","[""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""O"", ""O"", ""O"", ""O""]","[{""start"": 7, ""end"": 20, ""label"": ""MOUNTAIN"", ""text"": ""Mount Rainier""}, {""start"": 22, ""end"": 38, ""label"": ""MOUNTAIN"", ""text"": ""Ol Doinyo Lengai""}]",synthetic_positive_multi
train-00094,They began their ascent of Gasherbrum II at dawn.,"[""They"", ""began"", ""their"", ""ascent"", ""of"", ""Gasherbrum"", ""II"", ""at"", ""dawn"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""O"", ""O""]","[{""start"": 27, ""end"": 40, ""label"": ""MOUNTAIN"", ""text"": ""Gasherbrum II""}]",synthetic_positive_single
train-00095,The film crew archived the budget at the airport.,"[""The"", ""film"", ""crew"", ""archived"", ""the"", ""budget"", ""at"", ""the"", ""airport"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]",[],synthetic_negative
train-00096,The film crew reviewed the schedule before the deadline.,"[""The"", ""film"", ""crew"", ""reviewed"", ""the"", ""schedule"", ""before"", ""the"", ""deadline"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]",[],synthetic_negative
train-00097,The route to Mount Aso was closed after the storm.,"[""The"", ""route"", ""to"", ""Mount"", ""Aso"", ""was"", ""closed"", ""after"", ""the"", ""storm"", "".""]","[""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]","[{""start"": 13, ""end"": 22, ""label"": ""MOUNTAIN"", ""text"": ""Mount Aso""}]",synthetic_positive_single
train-00098,The university department approved the validation result in the final report.,"[""The"", ""university"", ""department"", ""approved"", ""the"", ""validation"", ""result"", ""in"", ""the"", ""final"", ""report"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]",[],synthetic_negative
train-00099,A small village lies below Mount Nyiragongo.,"[""A"", ""small"", ""village"", ""lies"", ""below"", ""Mount"", ""Nyiragongo"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O""]","[{""start"": 27, ""end"": 43, ""label"": ""MOUNTAIN"", ""text"": ""Mount Nyiragongo""}]",synthetic_positive_single
train-00100,"For safety reasons, access to Mount Elie de Beaumont was temporarily restricted.","[""For"", ""safety"", ""reasons"", "","", ""access"", ""to"", ""Mount"", ""Elie"", ""de"", ""Beaumont"", ""was"", ""temporarily"", ""restricted"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""I-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""O"", ""O"", ""O""]","[{""start"": 30, ""end"": 52, ""label"": ""MOUNTAIN"", ""text"": ""Mount Elie de Beaumont""}]",synthetic_positive_single
train-00101,The climbing club updated the conference program before lunch.,"[""The"", ""climbing"", ""club"", ""updated"", ""the"", ""conference"", ""program"", ""before"", ""lunch"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]",[],synthetic_negative
train-00102,"According to the itinerary, Mount Whitney is the main destination.","[""According"", ""to"", ""the"", ""itinerary"", "","", ""Mount"", ""Whitney"", ""is"", ""the"", ""main"", ""destination"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""O"", ""O"", ""O"", ""O""]","[{""start"": 28, ""end"": 41, ""label"": ""MOUNTAIN"", ""text"": ""Mount Whitney""}]",synthetic_positive_single
train-00103,The expedition leader checked the aircraft during the conference.,"[""The"", ""expedition"", ""leader"", ""checked"", ""the"", ""aircraft"", ""during"", ""the"", ""conference"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]",[],synthetic_negative
train-00104,The university department published the conference program in the final report.,"[""The"", ""university"", ""department"", ""published"", ""the"", ""conference"", ""program"", ""in"", ""the"", ""final"", ""report"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]",[],synthetic_negative
train-00105,The team discussed whether to attempt Mount Bear or Mount Rainier.,"[""The"", ""team"", ""discussed"", ""whether"", ""to"", ""attempt"", ""Mount"", ""Bear"", ""or"", ""Mount"", ""Rainier"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O""]","[{""start"": 38, ""end"": 48, ""label"": ""MOUNTAIN"", ""text"": ""Mount Bear""}, {""start"": 52, ""end"": 65, ""label"": ""MOUNTAIN"", ""text"": ""Mount Rainier""}]",synthetic_positive_multi
train-00106,The film crew archived the summit plan during the conference.,"[""The"", ""film"", ""crew"", ""archived"", ""the"", ""summit"", ""plan"", ""during"", ""the"", ""conference"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]",[],synthetic_negative
train-00107,The rescue unit rejected the ridge map at the office.,"[""The"", ""rescue"", ""unit"", ""rejected"", ""the"", ""ridge"", ""map"", ""at"", ""the"", ""office"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]",[],synthetic_negative
train-00108,Tourists gathered at a viewpoint facing Mount Sanford.,"[""Tourists"", ""gathered"", ""at"", ""a"", ""viewpoint"", ""facing"", ""Mount"", ""Sanford"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O""]","[{""start"": 40, ""end"": 53, ""label"": ""MOUNTAIN"", ""text"": ""Mount Sanford""}]",synthetic_positive_single
train-00109,A new trail provides access to Mount Hicks.,"[""A"", ""new"", ""trail"", ""provides"", ""access"", ""to"", ""Mount"", ""Hicks"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O""]","[{""start"": 31, ""end"": 42, ""label"": ""MOUNTAIN"", ""text"": ""Mount Hicks""}]",synthetic_positive_single
train-00110,Mount Rinjani and Kongur Tagh were both visible from the aircraft.,"[""Mount"", ""Rinjani"", ""and"", ""Kongur"", ""Tagh"", ""were"", ""both"", ""visible"", ""from"", ""the"", ""aircraft"", "".""]","[""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]","[{""start"": 0, ""end"": 13, ""label"": ""MOUNTAIN"", ""text"": ""Mount Rinjani""}, {""start"": 18, ""end"": 29, ""label"": ""MOUNTAIN"", ""text"": ""Kongur Tagh""}]",synthetic_positive_multi
train-00111,"Unlike Mount Aspiring, Ama Dablam was hidden by clouds.","[""Unlike"", ""Mount"", ""Aspiring"", "","", ""Ama"", ""Dablam"", ""was"", ""hidden"", ""by"", ""clouds"", "".""]","[""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""O"", ""O"", ""O"", ""O""]","[{""start"": 7, ""end"": 21, ""label"": ""MOUNTAIN"", ""text"": ""Mount Aspiring""}, {""start"": 23, ""end"": 33, ""label"": ""MOUNTAIN"", ""text"": ""Ama Dablam""}]",synthetic_positive_multi
train-00112,"During the spring survey, scientists visited Chimborazo.","[""During"", ""the"", ""spring"", ""survey"", "","", ""scientists"", ""visited"", ""Chimborazo"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""O""]","[{""start"": 45, ""end"": 55, ""label"": ""MOUNTAIN"", ""text"": ""Chimborazo""}]",synthetic_positive_single
train-00113,Our map marks Mount Haidinger with a red triangle.,"[""Our"", ""map"", ""marks"", ""Mount"", ""Haidinger"", ""with"", ""a"", ""red"", ""triangle"", "".""]","[""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""O"", ""O"", ""O"", ""O""]","[{""start"": 14, ""end"": 29, ""label"": ""MOUNTAIN"", ""text"": ""Mount Haidinger""}]",synthetic_positive_single
train-00114,"She has photographed Huayna Potosi, Manaslu, and several nearby peaks.","[""She"", ""has"", ""photographed"", ""Huayna"", ""Potosi"", "","", ""Manaslu"", "","", ""and"", ""several"", ""nearby"", ""peaks"", "".""]","[""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""B-MOUNTAIN"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]","[{""start"": 21, ""end"": 34, ""label"": ""MOUNTAIN"", ""text"": ""Huayna Potosi""}, {""start"": 36, ""end"": 43, ""label"": ""MOUNTAIN"", ""text"": ""Manaslu""}]",synthetic_positive_multi
train-00115,The photograph shows Mount Rinjani at sunrise.,"[""The"", ""photograph"", ""shows"", ""Mount"", ""Rinjani"", ""at"", ""sunrise"", "".""]","[""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""O"", ""O""]","[{""start"": 21, ""end"": 34, ""label"": ""MOUNTAIN"", ""text"": ""Mount Rinjani""}]",synthetic_positive_single
train-00116,The northern face of Mount Jefferson looked almost vertical.,"[""The"", ""northern"", ""face"", ""of"", ""Mount"", ""Jefferson"", ""looked"", ""almost"", ""vertical"", "".""]","[""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""O"", ""O"", ""O""]","[{""start"": 21, ""end"": 36, ""label"": ""MOUNTAIN"", ""text"": ""Mount Jefferson""}]",synthetic_positive_single
train-00117,Heavy clouds covered Mount Augusta throughout the morning.,"[""Heavy"", ""clouds"", ""covered"", ""Mount"", ""Augusta"", ""throughout"", ""the"", ""morning"", "".""]","[""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""O"", ""O"", ""O""]","[{""start"": 21, ""end"": 34, ""label"": ""MOUNTAIN"", ""text"": ""Mount Augusta""}]",synthetic_positive_single
train-00118,Have you ever seen Mount Vancouver in winter?,"[""Have"", ""you"", ""ever"", ""seen"", ""Mount"", ""Vancouver"", ""in"", ""winter"", ""?""]","[""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""O"", ""O""]","[{""start"": 19, ""end"": 34, ""label"": ""MOUNTAIN"", ""text"": ""Mount Vancouver""}]",synthetic_positive_single
train-00119,"In the final chapter, the author describes an ascent of Mount Tasman.","[""In"", ""the"", ""final"", ""chapter"", "","", ""the"", ""author"", ""describes"", ""an"", ""ascent"", ""of"", ""Mount"", ""Tasman"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O""]","[{""start"": 56, ""end"": 68, ""label"": ""MOUNTAIN"", ""text"": ""Mount Tasman""}]",synthetic_positive_single
train-00120,The tourist group shared the ridge map at the airport.,"[""The"", ""tourist"", ""group"", ""shared"", ""the"", ""ridge"", ""map"", ""at"", ""the"", ""airport"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]",[],synthetic_negative
train-00121,The documentary follows expeditions to Hoverla and later to Kangchenjunga.,"[""The"", ""documentary"", ""follows"", ""expeditions"", ""to"", ""Hoverla"", ""and"", ""later"", ""to"", ""Kangchenjunga"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""O""]","[{""start"": 39, ""end"": 46, ""label"": ""MOUNTAIN"", ""text"": ""Hoverla""}, {""start"": 60, ""end"": 73, ""label"": ""MOUNTAIN"", ""text"": ""Kangchenjunga""}]",synthetic_positive_multi
